900
1	2	63		2	3	34		1	4	82		1	5	48		4	6	88
1	7	4		6	8	84		6	9	43		4	10	39		4	11	0
6	12	-77		5	13	95		9	13	6		12	14	40		10	15	12
10	16	21		8	17	99		12	18	-8		3	19	83		9	20	59
18	21	58		5	22	75		5	23	22		22	23	92		4	24	45
6	25	68		22	26	3		8	27	-94		19	28	3		8	29	42
11	29	6		4	30	83		18	31	32		21	32	20		13	33	63
17	33	85		1	34	-13		25	35	34		29	35	12		3	36	93
6	36	56		34	37	-61		21	38	74		31	39	8		5	40	25
37	40	7		1	41	-23		9	41	60		18	42	67		17	43	2
8	44	12		7	45	92		14	46	34		23	47	80		39	48	56
2	49	11		1	50	21		13	50	7		40	50	39		4	51	-66
1	52	99		5	52	12		12	53	10		26	54	-99		53	55	70
43	56	12		35	57	78		17	58	89		38	59	18		6	60	65
31	60	48		14	61	42		31	62	95		15	63	41		34	64	6
55	65	74		25	66	16		11	67	65		19	67	11		67	68	17
19	69	71		19	70	3		50	70	89		64	70	91		38	71	80
37	72	45		47	73	83		29	74	80		61	75	64		50	76	75
63	76	68		7	77	-70		16	77	42		19	77	66		36	77	79
73	77	50		37	78	82		60	78	81		52	79	60		2	80	78
60	81	71		15	82	-45		27	83	77		20	84	82		46	85	44
67	86	-51		33	87	-15		63	87	-95		69	88	37		74	88	58
55	89	91		33	90	-34		77	91	6		39	92	69		50	92	5
60	93	-68		79	93	83		83	93	26		81	94	71		31	95	21
91	96	3		28	97	12		32	97	42		26	98	55		59	98	59
9	99	4		78	99	56		92	100	52		28	101	51		34	102	70
10	103	51		47	104	65		56	105	71		54	106	42		72	106	49
89	106	-57		42	107	70		105	107	61		96	108	62		31	109	75
38	109	84		41	110	-42		54	110	35		44	111	4		76	111	48
90	112	29		32	113	53		83	113	37		48	114	-58		21	115	4
59	115	46		10	116	-97		92	116	47		14	117	27		76	117	22
49	118	73		70	119	14		24	120	49		36	120	46		43	121	68
80	121	50		77	122	94		55	123	3		47	124	63		63	124	51
113	125	44		13	126	67		78	127	0		91	127	27		105	127	20
28	128	12		39	128	12		85	129	-89		94	129	-3		6	130	78
16	130	65		79	130	59		100	131	84		27	132	41		88	132	7
69	133	55		69	134	78		7	135	93		29	135	22		72	135	95
76	135	2		104	136	79		132	137	68		34	138	-5		32	139	45
71	140	10		127	140	14		24	141	32		111	141	43		116	142	74
100	143	77		116	143	80		34	144	65		117	145	97		86	146	15
108	146	53		118	146	43		69	147	40		111	148	97		130	149	16
62	150	44		132	150	13		149	150	2		49	151	90		96	151	8
53	152	84		6	153	-85		62	154	60		71	154	73		89	155	56
114	155	54		139	155	25		101	156	90		6	157	93		86	158	87
5	159	61		22	160	57		28	160	70		32	160	45		104	160	37
22	161	72		78	161	39		155	161	15		33	162	62		42	163	38
150	163	63		65	164	17		142	165	-72		164	165	22		112	166	32
16	167	26		36	167	63		57	167	92		146	167	88		6	168	47
104	168	68		51	169	44		36	170	9		59	170	77		114	170	95
152	170	-31		145	171	-41		155	172	1		18	173	0		20	174	18
115	175	54		38	176	67		46	176	49		79	176	73		18	177	8
114	178	-66		168	178	87		162	179	15		7	180	73		132	180	77
175	180	31		72	181	18		112	181	50		173	181	89		45	182	90
140	183	17		155	184	81		159	185	85		65	186	62		131	187	97
36	188	19		161	188	78		149	189	13		42	190	12		124	190	45
39	191	-78		44	191	13		125	192	22		166	193	9		63	194	14
50	195	79		78	196	-81		5	197	62		143	197	46		160	197	71
11	198	4		100	198	65		57	199	33		97	199	92		144	199	73
34	200	68		162	200	63		45	201	62		48	202	82		118	202	1
90	203	11		199	203	1		120	204	61		104	205	-92		147	205	62
19	206	84		97	206	29		134	206	72		173	206	22		184	206	20
102	207	98		144	207	40		85	208	90		134	208	2		65	209	30
7	210	85		82	210	-93		103	210	85		91	211	-51		149	211	-24
139	212	58		41	213	61		194	213	77		6	214	41		44	214	42
180	214	43		17	215	22		40	215	21		58	215	68		2	216	59
104	217	32		104	218	17		25	219	5		116	219	76		121	219	60
157	220	-78		162	220	37		2	221	29		126	221	78		14	222	79
51	222	52		104	222	76		175	222	64		17	223	46		71	223	6
180	223	84		76	224	69		142	225	50		11	226	-87		65	226	40
73	226	-68		97	226	58		197	226	35		112	227	0		143	227	50
145	227	95		193	227	40		94	228	17		154	229	8		164	229	39
132	230	84		55	231	62		107	232	-86		176	232	60		228	232	40
144	233	79		163	233	90		25	234	61		65	234	89		70	234	33
93	234	61		96	234	30		33	235	-85		32	236	-51		43	236	43
41	237	25		73	237	15		185	237	20		12	238	68		171	238	46
70	239	87		102	239	47		157	239	44		148	240	91		174	240	2
13	241	56		137	241	95		170	241	49		237	241	20		36	242	73
96	242	48		161	242	40		11	243	3		21	243	47		98	243	90
191	243	53		140	244	35		201	244	54		56	245	3		126	245	73
148	245	96		244	245	67		6	246	-13		233	246	72		107	247	89
37	248	-96		93	248	39		168	248	48		227	248	7		106	249	99
200	249	84		109	250	75		112	250	36		199	250	90		85	251	65
237	251	61		22	252	85		188	252	2		191	252	12		222	252	77
139	253	20		225	253	59		27	254	37		210	254	50		209	255	8
6	256	22		128	256	-7		236	256	75		67	257	53		108	257	29
169	257	17		112	258	55		117	258	0		122	258	37		170	258	91
238	258	15		221	259	77		242	259	49		160	260	28		68	261	98
129	261	64		217	261	49		49	262	-92		91	262	-95		5	263	21
151	263	44		219	263	88		230	263	13		234	263	7		145	264	98
183	264	17		11	265	20		187	265	30		199	265	5		15	266	33
206	266	5		243	266	82		86	267	0		109	267	24		176	267	68
182	267	6		256	267	18		91	268	24		97	268	58		202	269	61
43	270	-81		88	270	76		129	270	24		173	270	10		169	271	32
229	271	58		58	272	63		83	272	70		123	273	29		146	273	89
8	274	-29		156	274	73		100	275	60		141	275	-41		45	276	-1
58	276	82		74	277	53		137	277	52		141	277	72		258	277	80
69	278	21		232	278	69		238	278	50		21	279	7		192	279	49
21	280	50		86	280	30		18	281	50		71	281	18		204	281	90
56	282	42		247	283	56		281	283	74		101	284	71		148	284	29
218	284	93		275	284	52		18	285	49		268	285	45		225	286	4
66	287	-34		207	287	95		139	288	52		193	288	78		226	288	82
118	289	25		66	290	91		95	290	31		200	290	6		96	291	79
97	291	92		101	291	54		234	291	10		20	292	56		57	292	40
158	292	60		275	292	91		30	293	-16		110	293	20		209	294	90
215	294	11		99	295	-53		160	296	-76		210	296	77		62	297	24
238	298	96		285	298	13		44	299	82		260	299	-98		182	300	93
28	301	52		249	301	38		169	302	95		186	302	52		172	303	7
243	303	61		256	303	33		290	303	11		66	304	57		103	304	61
35	305	32		52	305	83		95	305	95		139	305	-76		9	306	53
128	306	68		283	306	37		67	307	14		191	307	5		49	308	72
98	308	56		152	309	78		61	310	64		245	310	19		120	311	39
174	312	87		297	312	73		221	313	99		20	314	23		73	314	76
128	314	48		140	314	55		230	314	3		44	315	-47		94	315	-74
